Data;Czas;Ćwiczenie;Seria;Powt.;Uwaga;
08.04.20;17:36:24;Dotykanie pięt (leżąc);3;22;
08.04.20;17:37:44;Dotykanie pięt (leżąc);4;28;
08.04.20;17:39:45;Dotykanie pięt (leżąc);5;30;
09.04.20;17:57:17;Odwodzenie nogi w tył ze zgięciem kolana (klęcząc);1;22;
09.04.20;17:58:18;Odwodzenie nogi w tył ze zgięciem kolana (klęcząc);2;22;
09.04.20;17:59:35;Odwodzenie nogi w tył ze zgięciem kolana (klęcząc);3;20;
09.04.20;18:00:48;Odwodzenie nogi w tył ze zgięciem kolana (klęcząc);4;20;
09.04.20;18:02:04;Odwodzenie nogi w tył ze zgięciem kolana (klęcząc);5;20;
09.04.20;18:12:18;Unoszenie nóg (leżąc);1;18;
09.04.20;18:13:40;Unoszenie nóg (leżąc);2;18;
09.04.20;18:15:21;Unoszenie nóg (leżąc);3;15;
09.04.20;18:17:25;Unoszenie nóg (leżąc);4;15;
09.04.20;18:21:19;Unoszenie nóg (leżąc);5;18;
09.04.20;18:32:33;Unoszenie bioder, ugięte nogi (leżąc);1;17;
09.04.20;18:34:05;Unoszenie bioder, ugięte nogi (leżąc);2;20;
09.04.20;18:36:41;Unoszenie bioder, ugięte nogi (leżąc);3;18;
09.04.20;18:38:20;Unoszenie bioder, ugięte nogi (leżąc);4;20;
09.04.20;18:39:46;Unoszenie bioder, ugięte nogi (leżąc);5;16;
09.04.20;18:40:31;Nożyce (leżąc);1;18;
09.04.20;18:41:16;Nożyce (leżąc);2;20;
09.04.20;18:42:14;Nożyce (leżąc);3;14;
09.04.20;18:42:58;Nożyce (leżąc);4;16;
09.04.20;18:44:15;Nożyce (leżąc);5;18;
11.04.20;14:13:14;Scyzoryki (leżąc) V-Ups;1;13;
11.04.20;14:17:25;Scyzoryki (leżąc) V-Ups;2;14;
11.04.20;14:20:21;Scyzoryki (leżąc) V-Ups;3;12;
11.04.20;14:22:45;Scyzoryki (leżąc) V-Ups;4;12;
11.04.20;14:26:10;Scyzoryki (leżąc) V-Ups;5;12;
11.04.20;14:38:56;Dotykanie pięt (leżąc);1;50;
11.04.20;14:40:21;Dotykanie pięt (leżąc);2;32;
11.04.20;14:41:58;Dotykanie pięt (leżąc);3;22;
11.04.20;14:42:45;Dotykanie pięt (leżąc);4;30;
11.04.20;14:45:10;Dotykanie pięt (leżąc);5;30;
12.04.20;14:13:35;Unoszenie nóg (leżąc);1;20;
12.04.20;14:15:27;Unoszenie nóg (leżąc);2;20;
12.04.20;14:17:37;Unoszenie nóg (leżąc);3;15;
12.04.20;14:19:08;Unoszenie nóg (leżąc);4;15;
12.04.20;14:25:55;Unoszenie nóg (leżąc);5;18;
12.04.20;14:37:33;Unoszenie bioder, ugięte nogi (leżąc);1;22;
12.04.20;14:39:01;Unoszenie bioder, ugięte nogi (leżąc);2;20;
12.04.20;14:41:15;Unoszenie bioder, ugięte nogi (leżąc);3;20;
12.04.20;14:42:35;Unoszenie bioder, ugięte nogi (leżąc);4;20;
12.04.20;14:44:50;Unoszenie bioder, ugięte nogi (leżąc);5;17;
12.04.20;14:54:17;Nożyce (leżąc);1;22;
12.04.20;14:55:32;Nożyce (leżąc);2;20;
12.04.20;14:56:38;Nożyce (leżąc);3;20;
12.04.20;14:57:19;Nożyce (leżąc);4;16;
12.04.20;14:58:00;Nożyce (leżąc);5;18;
14.04.20;17:42:11;Dotykanie pięt (leżąc);1;60;
14.04.20;17:43:23;Dotykanie pięt (leżąc);2;34;
14.04.20;17:44:53;Dotykanie pięt (leżąc);3;34;
14.04.20;17:46:11;Dotykanie pięt (leżąc);4;40;
14.04.20;17:47:27;Dotykanie pięt (leżąc);5;20;
14.04.20;18:02:30;Scyzoryki (leżąc) V-Ups;1;15;
14.04.20;18:03:54;Scyzoryki (leżąc) V-Ups;2;14;
14.04.20;18:05:21;Scyzoryki (leżąc) V-Ups;3;13;
14.04.20;18:07:45;Scyzoryki (leżąc) V-Ups;4;12;
14.04.20;18:11:52;Scyzoryki (leżąc) V-Ups;5;11;
14.04.20;18:23:45;Odwodzenie nogi w tył ze zgięciem kolana (klęcząc);1;40;
14.04.20;18:25:28;Odwodzenie nogi w tył ze zgięciem kolana (klęcząc);2;36;
14.04.20;18:28:47;Odwodzenie nogi w tył ze zgięciem kolana (klęcząc);3;30;
14.04.20;18:34:52;Odwodzenie nogi w tył ze zgięciem kolana (klęcząc);4;26;
15.04.20;17:28:22;Nożyce (leżąc);1;32;
15.04.20;17:30:23;Nożyce (leżąc);2;22;
15.04.20;17:31:25;Nożyce (leżąc);3;22;
15.04.20;17:33:01;Nożyce (leżąc);4;20;
15.04.20;17:35:21;Nożyce (leżąc);5;20;
15.04.20;17:48:55;Unoszenie nóg (leżąc);1;24;
15.04.20;17:50:58;Unoszenie nóg (leżąc);2;20;
15.04.20;17:53:58;Unoszenie nóg (leżąc);3;16;
15.04.20;17:55:56;Unoszenie nóg (leżąc);4;18;
15.04.20;17:58:35;Unoszenie nóg (leżąc);5;18;
15.04.20;18:07:35;Unoszenie bioder, ugięte nogi (leżąc);1;22;
15.04.20;18:09:55;Unoszenie bioder, ugięte nogi (leżąc);2;22;
15.04.20;18:11:22;Unoszenie bioder, ugięte nogi (leżąc);3;22;
15.04.20;18:12:40;Unoszenie bioder, ugięte nogi (leżąc);4;22;
15.04.20;18:14:32;Unoszenie bioder, ugięte nogi (leżąc);5;20;
15.04.20;18:16:37;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;1;12;
15.04.20;18:17:47;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;2;14;
15.04.20;18:19:29;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;3;16;
15.04.20;18:20:48;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;4;12;
15.04.20;18:21:52;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;5;12;
16.04.20;17:14:18;Dotykanie pięt (leżąc);1;60;
16.04.20;17:16:00;Dotykanie pięt (leżąc);2;40;
16.04.20;17:18:05;Dotykanie pięt (leżąc);3;40;
16.04.20;17:19:39;Dotykanie pięt (leżąc);4;40;
16.04.20;17:21:15;Dotykanie pięt (leżąc);5;40;
16.04.20;17:38:29;Wykroki na jednej nodze;1;20;
16.04.20;17:41:25;Wykroki na jednej nodze;2;15;
16.04.20;17:44:09;Wykroki na jednej nodze;3;14;
16.04.20;17:46:10;Wykroki na jednej nodze;4;14;
16.04.20;17:47:21;Wykroki na jednej nodze;5;13;
16.04.20;18:06:53;Odwodzenie nogi w tył ze zgięciem kolana (klęcząc);1;40;
16.04.20;18:08:12;Odwodzenie nogi w tył ze zgięciem kolana (klęcząc);2;36;
16.04.20;18:09:37;Odwodzenie nogi w tył ze zgięciem kolana (klęcząc);3;30;
16.04.20;18:11:18;Odwodzenie nogi w tył ze zgięciem kolana (klęcząc);4;26;
16.04.20;18:12:06;Odwodzenie nogi w tył ze zgięciem kolana (klęcząc);5;20;
18.04.20;14:19:08;Scyzoryki (leżąc) V-Ups;1;16;
18.04.20;14:24:23;Scyzoryki (leżąc) V-Ups;2;16;
18.04.20;14:26:48;Scyzoryki (leżąc) V-Ups;3;15;
18.04.20;14:31:29;Scyzoryki (leżąc) V-Ups;4;15;
18.04.20;14:33:44;Scyzoryki (leżąc) V-Ups;5;12;
18.04.20;14:43:56;Nożyce (leżąc);1;40;
18.04.20;14:45:03;Nożyce (leżąc);2;24;
18.04.20;14:45:54;Nożyce (leżąc);3;24;
18.04.20;14:46:46;Nożyce (leżąc);4;20;
18.04.20;14:47:30;Nożyce (leżąc);5;20;
18.04.20;14:53:40;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;1;15;
18.04.20;14:55:16;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;2;15;
18.04.20;14:56:34;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;3;15;
18.04.20;14:57:54;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;4;15;
18.04.20;14:59:54;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;5;15;
19.04.20;14:22:26;Dotykanie pięt (leżąc);1;65;
