Data;Czas;Ćwiczenie;Seria;Waga;Powt.;Uwaga;
19.01.20;16:11:31;Uginanie przedramion ze sztangą podchwytem (stojąc);2;25;10;
19.01.20;16:13:56;Uginanie przedramion ze sztangą podchwytem (stojąc);3;25;7;
19.01.20;16:17:18;Uginanie przedramion ze sztangą podchwytem (stojąc);4;25;7;
23.01.20;21:08:38;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;1;50;6;
23.01.20;21:09:33;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;2;100;5;
23.01.20;21:11:07;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;3;120;7;
23.01.20;21:12:26;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;4;120;7;
23.01.20;21:13:51;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;5;120;7;
23.01.20;21:15:21;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;6;120;7;
23.01.20;21:17:09;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;7;120;6;
23.01.20;21:19:21;Uginanie nóg na maszynie (stojąc);1;10;5;
23.01.20;21:20:27;Uginanie nóg na maszynie (stojąc);2;20;7;
23.01.20;21:21:48;Uginanie nóg na maszynie (stojąc);3;20;7;
23.01.20;21:25:08;Uginanie nóg na maszynie (stojąc);4;20;7;
23.01.20;21:26:10;Uginanie nóg na maszynie (stojąc);5;20;7;
23.01.20;21:27:24;Uginanie nóg na maszynie (stojąc);6;20;7;
23.01.20;21:30:05;Wspięcia na palce ze sztangą (siedząc);1;40;7;
23.01.20;21:31:05;Wspięcia na palce ze sztangą (siedząc);2;40;9;
23.01.20;21:32:15;Wspięcia na palce ze sztangą (siedząc);3;40;8;
23.01.20;21:33:20;Wspięcia na palce ze sztangą (siedząc);4;40;8;
23.01.20;21:34:19;Wspięcia na palce ze sztangą (siedząc);5;40;8;
23.01.20;21:36:07;Wykroki ze sztangą;1;15;14;
23.01.20;21:38:59;Wykroki ze sztangą;2;15;14;
23.01.20;21:40:57;Wykroki ze sztangą;3;15;14;
23.01.20;21:43:39;Wykroki ze sztangą;4;15;14;
23.01.20;21:52:02;Wykroki ze sztangą;5;15;14;
23.01.20;21:57:14;Wykroki ze sztangą;6;15;14;
23.01.20;21:59:46;Uginanie nóg na maszynie (siedząc);1;35;8;
23.01.20;21:59:58;Uginanie nóg na maszynie (siedząc);2;35;8;
23.01.20;22:01:12;Uginanie nóg na maszynie (siedząc);3;35;8;
23.01.20;22:01:14;Uginanie nóg na maszynie (siedząc);4;35;8;
23.01.20;22:01:35;Uginanie nóg na maszynie (siedząc);5;35;10;
25.01.20;16:07:07;Wiosłowanie na maszynie leverage (siedząc);1;30;10;
25.01.20;16:07:50;Wiosłowanie na maszynie leverage (siedząc);1;60;9;
25.01.20;16:10:12;Wiosłowanie na maszynie leverage (siedząc);2;60;6;
25.01.20;16:11:19;Wiosłowanie na maszynie leverage (siedząc);3;60;7;
25.01.20;16:12:50;Wiosłowanie na maszynie leverage (siedząc);4;60;8;
25.01.20;16:18:39;Wiosłowanie na maszynie leverage (siedząc);5;60;4;
25.01.20;16:21:25;Uginanie przedramion z sztangielkami w chwycie młotkowym (stojąc);1;18;10;
25.01.20;16:23:06;Uginanie przedramion z sztangielkami w chwycie młotkowym (stojąc);2;18;12;
25.01.20;16:25:30;Uginanie przedramion z sztangielkami w chwycie młotkowym (stojąc);3;18;14;
25.01.20;16:28:48;Uginanie przedramion z sztangielkami w chwycie młotkowym (stojąc);4;18;16;
25.01.20;16:31:44;Uginanie przedramion z sztangielkami w chwycie młotkowym (stojąc);5;18;10;
25.01.20;16:33:05;Uginanie przedramion z sztangielkami w chwycie młotkowym (stojąc);6;18;8;
25.01.20;16:35:58;Wyciskanie sztangi na ławce dodatniej;1;50;8;
25.01.20;16:39:40;Wyciskanie sztangi na ławce dodatniej;2;50;8;
25.01.20;16:42:48;Wyciskanie sztangi na ławce dodatniej;3;50;8;
25.01.20;16:44:39;Wyciskanie sztangi na ławce dodatniej;4;50;8;
25.01.20;16:47:59;Wyciskanie sztangi na ławce dodatniej;5;50;8;
25.01.20;16:50:31;Unoszenie ramion bokiem ze sztangielkami (siedząc);1;14;10;
25.01.20;16:53:28;Unoszenie ramion bokiem ze sztangielkami (siedząc);2;14;14;
25.01.20;16:55:30;Unoszenie ramion bokiem ze sztangielkami (siedząc);3;14;10;
25.01.20;16:57:11;Unoszenie ramion bokiem ze sztangielkami (siedząc);4;14;10;
25.01.20;16:57:30;Unoszenie ramion bokiem ze sztangielkami (siedząc);5;14;4;
25.01.20;17:00:30;Wyciskanie francuskie sztangielki jednorącz (siedząc);1;8;30;
25.01.20;17:02:26;Wyciskanie francuskie sztangielki jednorącz (siedząc);2;8;30;
25.01.20;17:05:24;Wyciskanie francuskie sztangielki jednorącz (siedząc);3;8;30;
25.01.20;17:08:05;Wyciskanie francuskie sztangielki jednorącz (siedząc);4;8;20;
26.01.20;15:46:31;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;1;50;6;
26.01.20;15:49:49;Wypychanie ciężaru nogami na suwnicy na ławce dodatniej;2;90;5;
